protein_A,protein_B,label
1839_reviewed,7704_reviewed,1
1839_reviewed_mutant_43,7704_reviewed,0
5111_reviewed_mutant_44,1647_reviewed,0
5335_reviewed,1915_reviewed,1
5335_reviewed_mutant_45,1915_reviewed,0
3895_reviewed,1936_reviewed,1
3791_reviewed,308_reviewed,1
3791_reviewed,308_reviewed_mutant_47,0
133522_reviewed,2099_reviewed,1
133522_reviewed,2099_reviewed_mutant_48,0
79039_reviewed,2099_reviewed,1
79039_reviewed_mutant_49,2099_reviewed,0
6514_reviewed,3838_reviewed,1
6514_reviewed,3838_reviewed_mutant_52,0
2898_reviewed_mutant_55,9463_reviewed,0
904_reviewed,2896_reviewed,1
904_reviewed,2896_reviewed_mutant_58,0
10287_reviewed,2781_reviewed_mutant_59,0
10287_reviewed,2775_reviewed,1
3298_reviewed,7329_reviewed,1
3298_reviewed_mutant_62,7329_reviewed,0
3984_reviewed,3084_reviewed,1
3984_reviewed_mutant_63,3084_reviewed,0
4209_reviewed,10971_reviewed,1
4209_reviewed,10971_reviewed_mutant_64,0
3480_reviewed,3667_reviewed,1
7531_reviewed,3480_reviewed,1
7531_reviewed,3480_reviewed_mutant_66,0
8651_reviewed,3480_reviewed,1
8651_reviewed,3480_reviewed_mutant_67,0
5747_reviewed_mutant_68,3667_reviewed,0
5599_reviewed,3667_reviewed,1
5599_reviewed,3667_reviewed_mutant_69,0
3643_reviewed,3667_reviewed,1
3643_reviewed_mutant_70,3667_reviewed,0
3552_reviewed,4692_reviewed,1
3552_reviewed_mutant_71,4692_reviewed,0
3717_reviewed,10419_reviewed,1
3717_reviewed,10419_reviewed_mutant_72,0
3717_reviewed,8651_reviewed,1
3717_reviewed_mutant_73,8651_reviewed,0
3875_reviewed,10049_reviewed,1
3875_reviewed,10049_reviewed_mutant_74,0
4000_reviewed,4001_reviewed,1
4000_reviewed_mutant_75,4001_reviewed,0
4000_reviewed,6720_reviewed,1
4000_reviewed_mutant_76,6720_reviewed,0
4000_reviewed,26502_reviewed_mutant_77,0
149428_reviewed,596_reviewed,1
149428_reviewed_mutant_78,596_reviewed,0
663_reviewed,596_reviewed,1
663_reviewed_mutant_79,596_reviewed,0
7159_reviewed,596_reviewed,1
596_reviewed,8678_reviewed_mutant_82,0
4790_reviewed_mutant_83,4066_reviewed,0
8631_reviewed,5788_reviewed,1
8631_reviewed,5788_reviewed_mutant_84,0
7409_reviewed_mutant_85,2547_reviewed,0
7520_reviewed,2547_reviewed,1
7520_reviewed,2547_reviewed_mutant_87,0
4361_reviewed,2547_reviewed,1
23468_reviewed,2547_reviewed,1
23468_reviewed,2547_reviewed_mutant_89,0
51588_reviewed,51176_reviewed,1
51588_reviewed,51176_reviewed_mutant_90,0
4286_reviewed,51176_reviewed,1
4286_reviewed_mutant_91,51176_reviewed,0
4904_reviewed,8683_reviewed,1
4904_reviewed,8683_reviewed_mutant_92,0
55729_reviewed,4152_reviewed,1
55729_reviewed,4152_reviewed_mutant_93,0
10036_reviewed,4152_reviewed,1
4286_reviewed,10401_reviewed,1
4286_reviewed,10401_reviewed_mutant_95,0
4286_reviewed,23598_reviewed,1
4286_reviewed_mutant_96,23598_reviewed,0
4286_reviewed,7329_reviewed,1
4286_reviewed_mutant_97,7329_reviewed,0
4176_reviewed,5925_reviewed,1
4176_reviewed,5925_reviewed_mutant_98,0
4176_reviewed,10926_reviewed,1
4176_reviewed,10926_reviewed_mutant_99,0
4176_reviewed,23595_reviewed,1
4176_reviewed_mutant_101,23595_reviewed,0
4804_reviewed,5567_reviewed,1
4804_reviewed_mutant_102,5567_reviewed,0
3178_reviewed,2237_reviewed,1
3178_reviewed_mutant_107,2237_reviewed,0
4839_reviewed,10445_reviewed,1
4839_reviewed,10445_reviewed_mutant_108,0
208_reviewed,26060_reviewed,1
22941_reviewed,2017_reviewed,1
22941_reviewed_mutant_112,2017_reviewed,0
2017_reviewed,7456_reviewed,1
2017_reviewed,7456_reviewed_mutant_113,0
1436_reviewed,8651_reviewed,1
22938_reviewed,6497_reviewed,1
22938_reviewed_mutant_115,6497_reviewed,0
4893_reviewed,5910_reviewed,1
4893_reviewed,5910_reviewed_mutant_116,0
11146_reviewed,4233_reviewed,1
7409_reviewed_mutant_118,2146_reviewed,0
5966_reviewed_mutant_119,5531_reviewed,0
4985_reviewed_mutant_120,9737_reviewed,0
4641_reviewed,867_reviewed,1
4641_reviewed_mutant_121,867_reviewed,0
9784_reviewed,6403_reviewed,1
5311_reviewed_mutant_127,7220_reviewed,0
3739_reviewed,1739_reviewed,1
3739_reviewed_mutant_128,1739_reviewed,0
3364_reviewed,5111_reviewed_mutant_129,0
5573_reviewed,5575_reviewed,1
5575_reviewed,8165_reviewed_mutant_131,0
2241_reviewed,7110_reviewed,1
2241_reviewed_mutant_132,7110_reviewed,0
5594_reviewed,4751_reviewed,1
5594_reviewed,4751_reviewed_mutant_133,0
8439_reviewed,10399_reviewed_mutant_135,0
5170_reviewed,5590_reviewed,1
5170_reviewed,5590_reviewed_mutant_138,0
23286_reviewed,5590_reviewed,1
23607_reviewed,5867_reviewed,1
9135_reviewed_mutant_141,5868_reviewed,0
79890_reviewed_mutant_142,5869_reviewed,0
5863_reviewed,5908_reviewed,1
11144_reviewed,5888_reviewed,1
5925_reviewed,10131_reviewed,1
5925_reviewed_mutant_148,10131_reviewed,0
26574_reviewed,5925_reviewed,1
26574_reviewed_mutant_149,5925_reviewed,0
5925_reviewed,9984_reviewed,1
5925_reviewed_mutant_150,9984_reviewed,0
6256_reviewed,10902_reviewed,1
6256_reviewed,10902_reviewed_mutant_151,0
6886_reviewed,4005_reviewed_mutant_152,0
9267_reviewed,10139_reviewed,1
6626_reviewed,6626_reviewed,1
6626_reviewed,6626_reviewed_mutant_154,0
6662_reviewed,2516_reviewed,1
6662_reviewed,2516_reviewed_mutant_155,0
2516_reviewed,8204_reviewed,1
1191_reviewed,1191_reviewed,1
1191_reviewed,1191_reviewed_mutant_157,0
1191_reviewed,7048_reviewed,1
939_reviewed_mutant_159,10572_reviewed,0
5573_reviewed,11216_reviewed,1
5573_reviewed,11216_reviewed_mutant_161,0
4692_reviewed,1869_reviewed,1
4692_reviewed,1869_reviewed_mutant_164,0
4914_reviewed,25_reviewed,1
4914_reviewed_mutant_165,25_reviewed,0
5910_reviewed,3265_reviewed,1
5910_reviewed_mutant_166,3265_reviewed,0
84941_reviewed_mutant_167,2242_reviewed,0
6714_reviewed,2048_reviewed,1
6714_reviewed,2048_reviewed_mutant_169,0
7046_reviewed,7048_reviewed,1
7046_reviewed,7048_reviewed_mutant_170,0
7128_reviewed,8887_reviewed,1
7128_reviewed,8887_reviewed_mutant_171,0
7132_reviewed,5708_reviewed_mutant_174,0
3791_reviewed,25759_reviewed,1
4921_reviewed,6464_reviewed,1
4921_reviewed_mutant_176,6464_reviewed,0
999_reviewed,1500_reviewed,1
999_reviewed_mutant_177,1500_reviewed,0
999_reviewed,79872_reviewed,1
999_reviewed,79872_reviewed_mutant_178,0
2313_reviewed,2623_reviewed,1
7428_reviewed_mutant_180,7411_reviewed,0
7428_reviewed_mutant_181,79960_reviewed,0
7515_reviewed,11284_reviewed,1
7515_reviewed_mutant_183,11284_reviewed,0
7572_reviewed,7727_reviewed,1
7572_reviewed,7727_reviewed_mutant_184,0
7556_reviewed,10155_reviewed,1
7556_reviewed,10155_reviewed_mutant_185,0
7507_reviewed,29935_reviewed,1
7507_reviewed,29935_reviewed_mutant_186,0
7508_reviewed,5886_reviewed,1
7508_reviewed,5886_reviewed_mutant_187,0
6421_reviewed,4841_reviewed,1
5170_reviewed,5584_reviewed,1
5170_reviewed_mutant_191,5584_reviewed,0
660_reviewed,11099_reviewed,1
660_reviewed,11099_reviewed_mutant_192,0
90249_reviewed,9500_reviewed,1
23468_reviewed,6839_reviewed,1
7337_reviewed,29978_reviewed,1
9367_reviewed,10244_reviewed,1
9367_reviewed,10244_reviewed_mutant_199,0
1488_reviewed,11279_reviewed_mutant_200,0
990_reviewed,28227_reviewed,1
990_reviewed,28227_reviewed_mutant_202,0
6457_reviewed,30011_reviewed,1
6457_reviewed_mutant_203,30011_reviewed,0
10084_reviewed,51729_reviewed,1
10084_reviewed_mutant_206,51729_reviewed,0
2623_reviewed,23414_reviewed,1
2623_reviewed_mutant_207,23414_reviewed,0
2332_reviewed,7329_reviewed,1
2332_reviewed_mutant_208,7329_reviewed,0
8087_reviewed,2332_reviewed,1
8087_reviewed,2332_reviewed_mutant_209,0
2332_reviewed,26747_reviewed,1
2332_reviewed_mutant_210,26747_reviewed,0
5422_reviewed,5937_reviewed,1
5422_reviewed,5937_reviewed_mutant_212,0
6103_reviewed,57096_reviewed,1
6855_reviewed,164_reviewed,1
367_reviewed,7182_reviewed,1
367_reviewed,7182_reviewed_mutant_215,0
367_reviewed,8202_reviewed,1
367_reviewed,8031_reviewed,1
367_reviewed_mutant_218,8031_reviewed,0
367_reviewed,56924_reviewed,1
367_reviewed,56924_reviewed_mutant_219,0
367_reviewed,25898_reviewed,1
367_reviewed,25898_reviewed_mutant_221,0
367_reviewed,9063_reviewed,1
367_reviewed_mutant_222,9063_reviewed,0
10580_reviewed,3642_reviewed,1
11335_reviewed,3930_reviewed,1
11335_reviewed_mutant_224,3930_reviewed,0
23468_reviewed,3930_reviewed,1
23468_reviewed,3930_reviewed_mutant_225,0
23162_reviewed,3831_reviewed,1
23162_reviewed_mutant_226,3831_reviewed,0
598_reviewed,57099_reviewed,1
598_reviewed_mutant_227,57099_reviewed,0
598_reviewed,664_reviewed,1
598_reviewed,664_reviewed_mutant_228,0
598_reviewed,6252_reviewed,1
598_reviewed_mutant_229,6252_reviewed,0
581_reviewed,597_reviewed,1
581_reviewed_mutant_231,597_reviewed,0
5782_reviewed_mutant_233,6464_reviewed,0
3718_reviewed,6776_reviewed_mutant_237,0
51651_reviewed,166_reviewed,1
7088_reviewed,55502_reviewed,1
7088_reviewed,3170_reviewed,1
7088_reviewed,3170_reviewed_mutant_241,0
3572_reviewed,7088_reviewed,1
3572_reviewed,7088_reviewed_mutant_242,0
2059_reviewed,1855_reviewed,1
2059_reviewed,1855_reviewed_mutant_243,0
27247_reviewed,7290_reviewed,1
6310_reviewed,8161_reviewed,1
9409_reviewed,5824_reviewed,1
9409_reviewed_mutant_246,5824_reviewed,0
9326_reviewed,3172_reviewed,1
3376_reviewed,2617_reviewed,1
3376_reviewed,2617_reviewed_mutant_248,0
27429_reviewed,1432_reviewed,1
27429_reviewed,1432_reviewed_mutant_249,0
11221_reviewed,1432_reviewed,1
11221_reviewed_mutant_250,1432_reviewed,0
10293_reviewed,2314_reviewed,1
10293_reviewed,2314_reviewed_mutant_252,0
1477_reviewed,580_reviewed,1
1477_reviewed_mutant_253,580_reviewed,0
5193_reviewed,5830_reviewed,1
5193_reviewed,5830_reviewed_mutant_255,0
5194_reviewed_mutant_256,5830_reviewed,0
22916_reviewed,4686_reviewed,1
22916_reviewed,4686_reviewed_mutant_258,0
1742_reviewed,3761_reviewed,1
1742_reviewed_mutant_261,3761_reviewed,0
4690_reviewed,2047_reviewed,1
4690_reviewed_mutant_262,2047_reviewed,0
50488_reviewed,4690_reviewed,1
50488_reviewed_mutant_263,4690_reviewed,0
5965_reviewed,3840_reviewed,1
5965_reviewed_mutant_264,3840_reviewed,0
5965_reviewed,3838_reviewed,1
5965_reviewed_mutant_265,3838_reviewed,0
2066_reviewed_mutant_266,1742_reviewed,0
2066_reviewed_mutant_267,10413_reviewed,0
8554_reviewed,6772_reviewed,1
1742_reviewed,3759_reviewed,1
5725_reviewed,3191_reviewed,1
5725_reviewed_mutant_271,3191_reviewed,0
3430_reviewed,9111_reviewed,1
3430_reviewed,9111_reviewed_mutant_272,0
5664_reviewed,30818_reviewed_mutant_273,0
1027_reviewed,10762_reviewed,1
1027_reviewed,10762_reviewed_mutant_274,0
3984_reviewed,659_reviewed,1
3636_reviewed,10580_reviewed,1
1028_reviewed_mutant_277,3984_reviewed,0
9001_reviewed,1639_reviewed,1
9001_reviewed,9146_reviewed_mutant_281,0
1315_reviewed,22820_reviewed,1
1315_reviewed_mutant_282,22820_reviewed,0
4646_reviewed,1601_reviewed,1
4646_reviewed_mutant_284,1601_reviewed,0
55802_reviewed,4089_reviewed,1
55802_reviewed,4089_reviewed_mutant_285,0
597_reviewed,572_reviewed,1
597_reviewed_mutant_288,572_reviewed,0
23705_reviewed,4356_reviewed,1
11221_reviewed,5599_reviewed,1
11221_reviewed,5599_reviewed_mutant_290,0
990_reviewed,4999_reviewed,1
990_reviewed,4999_reviewed_mutant_292,0
4999_reviewed,10926_reviewed,1
4999_reviewed,10926_reviewed_mutant_293,0
7041_reviewed,2185_reviewed_mutant_294,0
274_reviewed,8723_reviewed_mutant_295,0
7534_reviewed,9564_reviewed,1
7534_reviewed_mutant_296,9564_reviewed,0
657_reviewed,10262_reviewed,1
657_reviewed,10262_reviewed_mutant_297,0
137492_reviewed,7251_reviewed,1
137492_reviewed,7251_reviewed_mutant_298,0
10524_reviewed,2120_reviewed,1
10524_reviewed_mutant_299,2120_reviewed,0
4605_reviewed,90441_reviewed,1
4605_reviewed_mutant_300,90441_reviewed,0
27101_reviewed_mutant_301,6500_reviewed,0
5468_reviewed,8031_reviewed,1
5468_reviewed,8031_reviewed_mutant_303,0
2887_reviewed,26058_reviewed,1
2887_reviewed,26058_reviewed_mutant_306,0
6310_reviewed,56893_reviewed,1
6310_reviewed_mutant_307,56893_reviewed,0
2146_reviewed,8726_reviewed,1
2146_reviewed,8726_reviewed_mutant_309,0
10657_reviewed,5913_reviewed,1
22808_reviewed,5900_reviewed_mutant_312,0
5886_reviewed,5710_reviewed,1
5886_reviewed,5710_reviewed_mutant_314,0
5887_reviewed,5710_reviewed,1
7068_reviewed,5705_reviewed,1
7068_reviewed_mutant_316,5705_reviewed,0
10293_reviewed,7185_reviewed,1
10293_reviewed_mutant_317,7185_reviewed,0
10155_reviewed,9869_reviewed_mutant_318,0
5994_reviewed_mutant_321,5993_reviewed,0
10293_reviewed,7186_reviewed,1
10293_reviewed,7186_reviewed_mutant_322,0
599_reviewed,10018_reviewed_mutant_323,0
3603_reviewed,4659_reviewed,1
3603_reviewed,4659_reviewed_mutant_325,0
5879_reviewed_mutant_327,5910_reviewed,0
7442_reviewed,143425_reviewed,1
7442_reviewed_mutant_329,143425_reviewed,0
10419_reviewed,1207_reviewed,1
10419_reviewed_mutant_331,1207_reviewed,0
6477_reviewed,3835_reviewed,1
6477_reviewed,3835_reviewed_mutant_332,0
23089_reviewed,6477_reviewed,1
23089_reviewed_mutant_333,6477_reviewed,0
23089_reviewed,6478_reviewed,1
23089_reviewed,6478_reviewed_mutant_335,0
6314_reviewed,1406_reviewed,1
6314_reviewed,1406_reviewed_mutant_336,0
3611_reviewed,80895_reviewed,1
3611_reviewed,80895_reviewed_mutant_337,0
3611_reviewed,3987_reviewed_mutant_338,0
642_reviewed,7329_reviewed,1
642_reviewed,7329_reviewed_mutant_340,0
5528_reviewed,9464_reviewed,1
5528_reviewed,9464_reviewed_mutant_341,0
26034_reviewed,9266_reviewed,1
8204_reviewed,190_reviewed_mutant_344,0
10614_reviewed,904_reviewed,1
5999_reviewed_mutant_346,9276_reviewed,0
4215_reviewed,5607_reviewed,1
2801_reviewed,26003_reviewed,1
9311_reviewed,9223_reviewed,1
9311_reviewed_mutant_350,9223_reviewed,0
3556_reviewed,54472_reviewed,1
3556_reviewed_mutant_351,54472_reviewed,0
9971_reviewed,8648_reviewed,1
9971_reviewed,8648_reviewed_mutant_354,0
4172_reviewed,8318_reviewed,1
4172_reviewed_mutant_356,8318_reviewed,0
4172_reviewed,5000_reviewed,1
4172_reviewed,5000_reviewed_mutant_358,0
321_reviewed,22883_reviewed,1
2533_reviewed,8631_reviewed,1
2533_reviewed,8631_reviewed_mutant_360,0
5564_reviewed,5571_reviewed,1
5564_reviewed_mutant_361,5571_reviewed,0
5564_reviewed,51422_reviewed,1
5564_reviewed,51422_reviewed_mutant_362,0
5565_reviewed,5571_reviewed,1
5565_reviewed,5571_reviewed_mutant_363,0
5565_reviewed,51422_reviewed,1
5565_reviewed,51422_reviewed_mutant_364,0
5571_reviewed,51422_reviewed,1
5571_reviewed,51422_reviewed_mutant_365,0
1788_reviewed,7329_reviewed,1
1788_reviewed_mutant_366,7329_reviewed,0
7068_reviewed,10902_reviewed,1
7068_reviewed,10902_reviewed_mutant_367,0
8458_reviewed_mutant_369,988_reviewed,0
6294_reviewed,9667_reviewed,1
23162_reviewed,5602_reviewed,1
5600_reviewed,8841_reviewed,1
5600_reviewed_mutant_372,8841_reviewed,0
51588_reviewed,4092_reviewed_mutant_373,0
7205_reviewed,9170_reviewed,1
7205_reviewed_mutant_374,9170_reviewed,0
9355_reviewed,10370_reviewed,1
9355_reviewed,10370_reviewed_mutant_375,0
1876_reviewed,23429_reviewed,1
1876_reviewed_mutant_376,23429_reviewed,0
55740_reviewed,10006_reviewed,1
4739_reviewed,4088_reviewed,1
4739_reviewed_mutant_380,4088_reviewed,0
4170_reviewed,572_reviewed,1
4170_reviewed,572_reviewed_mutant_381,0
8874_reviewed,22941_reviewed,1
8874_reviewed,22941_reviewed_mutant_383,0
23048_reviewed,8658_reviewed,1
23048_reviewed,8658_reviewed_mutant_384,0
10892_reviewed,8915_reviewed,1
10892_reviewed,8915_reviewed_mutant_387,0
84270_reviewed,8915_reviewed,1
84270_reviewed_mutant_388,8915_reviewed,0
1174_reviewed,164_reviewed,1
1174_reviewed,164_reviewed_mutant_389,0
8932_reviewed,11321_reviewed,1
8932_reviewed_mutant_392,11321_reviewed,0
85509_reviewed,53615_reviewed,1
85509_reviewed,53615_reviewed_mutant_393,0
22888_reviewed_mutant_394,7332_reviewed,0
5174_reviewed_mutant_397,116085_reviewed,0
10614_reviewed,905_reviewed,1
10614_reviewed_mutant_399,905_reviewed,0
5873_reviewed_mutant_400,94121_reviewed,0
705_reviewed,10024_reviewed,1
705_reviewed,10024_reviewed_mutant_401,0
9628_reviewed,55929_reviewed,1
9628_reviewed_mutant_402,55929_reviewed,0
7727_reviewed,7727_reviewed,1
7727_reviewed_mutant_403,7727_reviewed,0
8502_reviewed_mutant_404,55914_reviewed,0
22820_reviewed,26958_reviewed,1
22820_reviewed,26958_reviewed_mutant_405,0
55048_reviewed,9146_reviewed_mutant_406,0
10672_reviewed,10566_reviewed,1
10672_reviewed_mutant_407,10566_reviewed,0
9402_reviewed,23582_reviewed,1
9402_reviewed,23582_reviewed_mutant_409,0
51433_reviewed,26986_reviewed,1
10043_reviewed,54472_reviewed,1
10043_reviewed_mutant_411,54472_reviewed,0
8576_reviewed,55577_reviewed,1
8576_reviewed,55577_reviewed_mutant_413,0
10912_reviewed,90480_reviewed,1
11252_reviewed,29763_reviewed,1
4681_reviewed,29979_reviewed,1
4681_reviewed,29979_reviewed_mutant_418,0
29979_reviewed,5034_reviewed,1
29979_reviewed,5034_reviewed_mutant_419,0
8411_reviewed,57403_reviewed,1
8411_reviewed_mutant_421,57403_reviewed,0
8725_reviewed,55929_reviewed,1
8725_reviewed_mutant_422,55929_reviewed,0
8726_reviewed,3066_reviewed,1
8726_reviewed,3066_reviewed_mutant_424,0
84440_reviewed,8766_reviewed,1
84440_reviewed,8766_reviewed_mutant_427,0
10628_reviewed_mutant_434,27033_reviewed,0
23594_reviewed,8317_reviewed_mutant_439,0
23431_reviewed,10717_reviewed_mutant_440,0
64105_reviewed,55553_reviewed,1
64105_reviewed_mutant_441,55553_reviewed,0
326_reviewed,326_reviewed,1
326_reviewed,326_reviewed_mutant_442,0
1894_reviewed,50855_reviewed,1
1894_reviewed_mutant_443,50855_reviewed,0
57761_reviewed,468_reviewed,1
57761_reviewed,468_reviewed_mutant_450,0
7068_reviewed,10499_reviewed_mutant_452,0
2672_reviewed_mutant_453,10401_reviewed,0
4739_reviewed,83737_reviewed,1
4739_reviewed,83737_reviewed_mutant_454,0
96764_reviewed,8726_reviewed,1
96764_reviewed_mutant_455,8726_reviewed,0
4016_reviewed_mutant_456,10516_reviewed,0
6714_reviewed,4536_reviewed,1
6714_reviewed,4536_reviewed_mutant_457,0
26994_reviewed,2060_reviewed,1
26994_reviewed,2060_reviewed_mutant_458,0
1734_reviewed_mutant_460,23032_reviewed,0
10210_reviewed,7329_reviewed,1
10210_reviewed_mutant_461,7329_reviewed,0
5187_reviewed,1407_reviewed,1
5187_reviewed,1407_reviewed_mutant_462,0
8864_reviewed,1407_reviewed,1
8864_reviewed,1407_reviewed_mutant_463,0
406_reviewed,1407_reviewed,1
406_reviewed_mutant_464,1407_reviewed,0
55145_reviewed,5074_reviewed,1
55145_reviewed_mutant_465,5074_reviewed,0
3297_reviewed_mutant_466,8189_reviewed,0
1838_reviewed,3798_reviewed_mutant_467,0
5932_reviewed,8543_reviewed,1
5932_reviewed_mutant_469,8543_reviewed,0
898_reviewed,8452_reviewed,1
2890_reviewed,2037_reviewed,1
2890_reviewed,2037_reviewed_mutant_471,0
6272_reviewed,23062_reviewed,1
6272_reviewed_mutant_472,23062_reviewed,0
118460_reviewed,11340_reviewed,1
118460_reviewed,11340_reviewed_mutant_473,0
118460_reviewed,23016_reviewed,1
23369_reviewed,340719_reviewed,1
23369_reviewed,340719_reviewed_mutant_475,0
22820_reviewed,22818_reviewed,1
22820_reviewed_mutant_477,22818_reviewed,0
22820_reviewed,51226_reviewed,1
22820_reviewed,51226_reviewed_mutant_478,0
57554_unreviewed,22866_reviewed,1
57554_unreviewed,22866_reviewed_mutant_479,0
149371_reviewed,55770_reviewed,1
9311_reviewed,64130_reviewed,1
9311_reviewed_mutant_481,64130_reviewed,0
27289_reviewed,91544_reviewed,1
27289_reviewed_mutant_483,91544_reviewed,0
11244_reviewed,23051_reviewed,1
11244_reviewed,23051_reviewed_mutant_484,0
8317_reviewed_mutant_486,10926_reviewed,0
10092_reviewed,10093_reviewed,1
10092_reviewed_mutant_487,10093_reviewed,0
11244_reviewed,11244_reviewed,1
11244_reviewed,11244_reviewed_mutant_488,0
116154_reviewed,5499_reviewed,1
137492_reviewed,51160_reviewed,1
137492_reviewed,51160_reviewed_mutant_492,0
51086_reviewed,7137_reviewed,1
51086_reviewed,7137_reviewed_mutant_494,0
118460_reviewed,51013_reviewed,1
118460_reviewed,51013_reviewed_mutant_496,0
5218_reviewed,23176_reviewed,1
5218_reviewed,23176_reviewed_mutant_497,0
9874_reviewed,25842_reviewed,1
7936_reviewed,25920_reviewed,1
7936_reviewed_mutant_500,25920_reviewed,0
7920_reviewed,6048_reviewed,1
7920_reviewed_mutant_501,6048_reviewed,0
56658_reviewed,56658_reviewed,1
56658_reviewed_mutant_505,56658_reviewed,0
7186_reviewed,83461_reviewed,1
7186_reviewed,83461_reviewed_mutant_506,0
3887_reviewed,79036_reviewed,1
3887_reviewed_mutant_508,79036_reviewed,0
4005_reviewed_mutant_510,10982_reviewed,0
7186_reviewed,7597_reviewed,1
7186_reviewed,7597_reviewed_mutant_511,0
54925_reviewed,54925_reviewed,1
54925_reviewed_mutant_512,54925_reviewed,0
8241_reviewed,58155_reviewed,1
5359_reviewed,11052_reviewed,1
5359_reviewed_mutant_515,11052_reviewed,0
3964_reviewed,10241_reviewed,1
9802_reviewed,54165_reviewed,1
10241_reviewed,85302_reviewed,1
10241_reviewed_mutant_518,85302_reviewed,0
8428_reviewed_mutant_519,11235_reviewed,0
55663_reviewed,80345_reviewed,1
468_reviewed,2874_reviewed,1
468_reviewed_mutant_523,2874_reviewed,0
6303_reviewed,84991_reviewed,1
6303_reviewed_mutant_524,84991_reviewed,0
7186_reviewed,23219_reviewed,1
7186_reviewed,23219_reviewed_mutant_525,0
5584_reviewed,50855_reviewed,1
5584_reviewed,50855_reviewed_mutant_526,0
11030_reviewed,113878_reviewed_mutant_528,0
11030_reviewed,54472_reviewed,1
5013_reviewed,83755_reviewed,1
5013_reviewed_mutant_530,83755_reviewed,0
9874_reviewed,9874_reviewed,1
9874_reviewed_mutant_531,9874_reviewed,0
2947_reviewed,2947_reviewed,1
2947_reviewed,2947_reviewed_mutant_533,0
4598_reviewed,4598_reviewed,1
4598_reviewed,4598_reviewed_mutant_534,0
10363_reviewed,54997_reviewed_mutant_535,0
8382_reviewed,143241_reviewed,1
8382_reviewed_mutant_536,143241_reviewed,0
8907_reviewed,92610_reviewed,1
8907_reviewed,92610_reviewed_mutant_537,0
572_reviewed,2810_reviewed,1
572_reviewed_mutant_538,2810_reviewed,0
83878_reviewed,143241_reviewed,1
83878_reviewed,143241_reviewed_mutant_540,0
56474_reviewed,56474_reviewed,1
56474_reviewed,56474_reviewed_mutant_541,0
1647_reviewed,10540_reviewed,1
1647_reviewed,10540_reviewed_mutant_542,0
54925_reviewed,55663_reviewed,1
3854_reviewed,3866_reviewed,1
3854_reviewed_mutant_544,3866_reviewed,0
9883_reviewed,10551_reviewed,1
9883_reviewed,10551_reviewed_mutant_545,0
55274_reviewed_mutant_546,83746_reviewed,0
8996_reviewed,8996_reviewed,1
8996_reviewed,8996_reviewed_mutant_549,0
373_reviewed,373_reviewed,1
373_reviewed_mutant_550,373_reviewed,0
23636_reviewed,53371_reviewed,1
23636_reviewed_mutant_551,53371_reviewed,0
59349_reviewed,59349_reviewed,1
9729_reviewed_mutant_555,10174_reviewed,0
26060_reviewed,55198_reviewed,1
